Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,1225,Research & Development,12,3,Life Sciences,1,714,4,Male,78,5,0,Research Scientist,5,Single,4680,15232,3,Y,No,16,1,2,81,0,4,4,2,2,2,0,0
40,No,Travel_Frequently,672,Research & Development,7,4,Medical,0,445,2,Male,55,2,6,Manager,6,Married,19272,21140,3,Y,No,15,1,0,78,0,19,1,4,21,8,13,1
40,No,Non-Travel,216,Research & Development,9,2,Medical,3,1469,5,Male,57,4,4,Research Director,1,Divorced,13755,25179,2,Y,No,9,5,4,81,0,16,3,2,9,10,4,6
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
36,No,Travel_Frequently,201,Research & Development,20,0,Life Sciences,2,1410,2,Male,60,4,3,Manufacturing Director,4,Single,9362,19945,3,Y,No,11,5,3,79,2,10,3,1,3,0,3,1
27,No,Travel_Frequently,468,Sales,8,2,Life Sciences,1,1509,3,Male,56,1,0,Sales Executive,3,Single,4897,11827,0,Y,No,14,5,2,78,0,3,5,1,3,3,3,5
35,Yes,Travel_Rarely,352,Sales,7,1,Marketing,0,487,4,Female,32,5,2,Sales Representative,3,Single,2852,9152,1,Y,Yes,15,4,2,80,2,2,1,1,2,0,2,0
24,No,Travel_Rarely,583,Sales,4,0,Marketing,2,887,3,Male,88,2,1,Sales Executive,3,Married,4258,18153,0,Y,No,11,5,1,81,0,6,0,3,4,4,0,2
39,No,Travel_Frequently,242,Research & Development,4,6,Life Sciences,1,802,1,Female,73,4,0,Manufacturing Director,2,Single,5979,26087,8,Y,Yes,14,3,3,79,2,16,0,4,14,6,5,11
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10
26,No,Travel_Frequently,192,Research & Development,2,1,Life Sciences,1,1297,2,Male,53,2,1,Laboratory Technician,4,Married,3866,14223,2,Y,Yes,11,3,4,78,2,2,0,4,3,0,3,2
28,Yes,Travel_Frequently,427,Human Resources,16,3,Life Sciences,1,609,1,Female,58,2,0,Human Resources,4,Divorced,2743,22808,0,Y,Yes,13,5,1,78,2,7,1,2,9,8,1,2
31,No,Travel_Rarely,1464,Research & Development,2,5,Medical,0,1241,6,Male,64,1,2,Research Scientist,4,Married,3579,9371,0,Y,Yes,19,6,1,81,1,10,0,2,11,9,6,8
43,No,Travel_Rarely,914,Research & Development,15,1,Life Sciences,0,347,2,Female,84,2,3,Research Scientist,1,Single,6543,23017,3,Y,Yes,14,2,3,81,1,9,3,3,3,3,1,0
45,No,Travel_Rarely,358,Research & Development,3,4,Medical,0,1441,1,Female,83,3,4,Research Director,5,Married,17170,26703,2,Y,No,21,5,1,78,1,24,1,4,19,19,7,6
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8
27,Yes,Travel_Rarely,897,Research & Development,16,3,Medical,2,314,3,Male,87,2,2,Research Scientist,3,Single,2388,14959,3,Y,Yes,13,1,5,78,2,4,4,3,2,2,0,3
40,No,Travel_Rarely,656,Sales,8,4,Marketing,1,954,0,Male,66,2,1,Sales Executive,4,Divorced,9705,20651,0,Y,No,13,3,2,79,2,9,0,4,3,2,2,1
31,No,Travel_Frequently,1304,Research & Development,5,3,Life Sciences,0,1972,4,Male,38,4,3,Healthcare Representative,2,Divorced,5968,18079,0,Y,No,18,6,4,78,1,9,0,2,11,5,2,6
33,Yes,Travel_Rarely,788,Sales,25,2,Medical,3,1488,3,Female,40,3,3,Sales Executive,2,Single,4601,7813,0,Y,Yes,25,4,3,79,0,16,4,2,15,9,8,8
30,No,Travel_Frequently,1411,Sales,2,3,Medical,0,314,0,Female,42,4,2,Sales Executive,3,Married,7920,6601,2,Y,No,14,2,5,79,0,9,5,2,9,9,2,2
56,Yes,Travel_Rarely,602,Research & Development,7,6,Medical,2,1359,5,Female,53,2,2,Manufacturing Director,0,Married,10010,12024,8,Y,Yes,12,4,2,82,0,32,0,1,10,11,4,7
50,No,Travel_Rarely,1492,Research & Development,6,2,Life Sciences,2,544,4,Female,28,5,3,Manager,3,Married,16554,10312,0,Y,No,11,2,3,80,0,31,0,0,5,3,0,4
49,No,Travel_Rarely,1488,Research & Development,6,2,Life Sciences,3,1484,2,Male,34,5,5,Healthcare Representative,2,Divorced,10467,20948,1,Y,No,16,1,4,81,0,27,4,5,6,6,0,5
39,No,Travel_Rarely,1342,Sales,11,2,Medical,0,1546,1,Male,46,2,2,Sales Executive,3,Married,5472,19343,0,Y,No,11,2,2,79,0,8,5,4,6,6,6,0
41,No,Travel_Rarely,543,Research & Development,2,2,Life Sciences,0,2011,2,Male,85,2,3,Laboratory Technician,4,Married,2406,4061,6,Y,No,19,4,4,79,0,8,4,0,1,0,1,0
21,Yes,Travel_Frequently,757,Sales,3,0,Technical Degree,3,479,1,Female,99,0,3,Sales Representative,1,Single,2173,9149,0,Y,Yes,13,1,5,80,0,3,1,3,2,0,2,3
34,No,Travel_Rarely,1097,Research & Development,2,3,Medical,2,1502,0,Female,82,3,3,Laboratory Technician,2,Married,3838,8193,7,Y,No,10,3,5,79,2,6,7,3,5,2,1,4
31,Yes,Travel_Rarely,529,Research & Development,0,4,Other,3,782,5,Male,62,2,0,Research Scientist,2,Single,2688,5206,1,Y,Yes,15,3,2,82,0,10,1,0,8,10,5,10
29,Yes,Travel_Rarely,225,Research & Development,2,2,Technical Degree,3,1522,3,Male,102,4,0,Research Scientist,3,Single,2363,7566,8,Y,No,12,3,3,79,0,9,2,3,7,5,0,8
51,No,Travel_Rarely,1221,Research & Development,8,2,Medical,2,1202,4,Female,51,4,4,Manager,1,Divorced,18606,18640,5,Y,No,20,2,1,80,0,24,7,5,5,5,5,8
34,No,Travel_Rarely,656,Research & Development,4,2,Life Sciences,0,1097,2,Male,35,1,5,Healthcare Representative,2,Divorced,7121,21215,5,Y,No,17,2,4,81,2,8,0,3,4,2,0,3
38,Yes,Travel_Rarely,1328,Research & Development,5,3,Life Sciences,2,1649,0,Male,71,5,2,Laboratory Technician,3,Single,2164,3340,4,Y,Yes,14,3,1,79,0,8,5,0,5,0,0,5
40,No,Travel_Frequently,580,Sales,7,4,Life Sciences,0,729,4,Male,49,2,5,Sales Executive,0,Married,10474,23774,5,Y,Yes,22,2,3,79,3,22,4,2,18,13,0,13
36,No,Travel_Frequently,320,Sales,4,4,Marketing,0,311,0,Male,40,2,3,Sales Representative,5,Divorced,2791,2539,3,Y,No,18,1,2,79,2,13,0,4,7,7,6,8
35,No,Travel_Rarely,398,Research & Development,5,4,Medical,0,102,3,Male,32,1,1,Research Director,5,Single,13666,25260,3,Y,No,15,4,0,80,0,17,3,4,5,0,0,3
37,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2
45,No,Travel_Rarely,991,Research & Development,27,2,Technical Degree,2,1600,5,Male,85,4,0,Laboratory Technician,0,Divorced,4878,5857,4,Y,No,14,4,4,78,0,10,1,1,7,4,2,1
34,No,Travel_Rarely,826,Research & Development,5,2,Life Sciences,1,1556,6,Female,69,1,4,Research Scientist,2,Married,5880,15623,3,Y,No,13,3,0,78,3,13,3,1,5,0,4,7
46,Yes,Travel_Rarely,667,Sales,11,1,Medical,0,117,1,Male,62,0,4,Sales Executive,4,Single,9617,13597,3,Y,No,17,2,3,80,2,8,3,1,7,7,4,7
29,Yes,Travel_Rarely,540,Sales,18,1,Life Sciences,1,177,3,Female,69,0,3,Sales Executive,2,Married,4557,24789,5,Y,Yes,10,3,5,80,2,6,0,1,2,4,2,0
45,Yes,Travel_Frequently,427,Research & Development,2,3,Medical,0,1793,5,Male,98,3,0,Research Scientist,2,Divorced,2343,11092,0,Y,Yes,12,2,3,79,3,8,1,3,3,1,2,1
32,Yes,Travel_Frequently,462,Research & Development,2,4,Technical Degree,1,512,1,Male,40,4,1,Research Scientist,2,Single,2286,3429,8,Y,Yes,21,3,1,82,0,1,3,1,3,1,0,0
59,No,Travel_Rarely,592,Research & Development,2,2,Medical,1,482,5,Male,90,1,2,Healthcare Representative,5,Married,6753,2966,4,Y,No,9,1,1,82,0,13,3,3,3,4,2,4
38,No,Travel_Rarely,344,Sales,15,2,Marketing,0,869,4,Male,64,1,0,Sales Executive,5,Divorced,6335,24558,2,Y,No,18,2,5,79,0,9,4,5,1,2,0,1
35,No,Travel_Frequently,480,Research & Development,3,6,Life Sciences,3,1348,1,Male,89,3,1,Research Scientist,4,Single,4249,2691,3,Y,Yes,12,2,1,80,0,7,5,1,10,5,1,0
28,No,Travel_Rarely,1219,Research & Development,5,3,Life Sciences,3,434,1,Female,83,4,0,Research Scientist,4,Single,2479,20938,0,Y,Yes,12,1,3,81,2,3,0,4,2,2,0,2
27,No,Travel_Rarely,956,Sales,9,5,Marketing,2,1965,4,Male,43,1,1,Sales Executive,4,Single,4107,5097,3,Y,No,13,3,1,79,0,9,6,3,9,5,0,9
53,No,Travel_Rarely,1318,Sales,27,5,Marketing,0,852,0,Female,68,4,4,Manager,1,Married,16309,5595,2,Y,No,13,4,1,80,2,31,0,2,20,8,4,18
31,No,Travel_Rarely,801,Sales,0,5,Marketing,1,2017,4,Female,50,5,5,Sales Executive,4,Married,10424,24030,0,Y,No,21,5,5,80,0,14,5,4,14,8,6,6
40,No,Travel_Rarely,557,Research & Development,1,3,Medical,1,523,3,Female,78,2,0,Laboratory Technician,5,Married,3449,13436,8,Y,No,23,4,2,79,0,22,1,4,0,1,1,2
52,No,Travel_Frequently,891,Research & Development,24,2,Medical,2,868,4,Female,83,4,5,Manufacturing Director,2,Married,13825,19029,5,Y,No,22,4,4,80,1,29,2,2,8,7,2,2
34,Yes,Travel_Frequently,1075,Research & Development,1,1,Life Sciences,3,704,3,Male,69,2,1,Research Scientist,3,Single,3350,3162,0,Y,Yes,13,2,0,80,2,12,4,4,10,6,8,9
36,No,Travel_Frequently,1193,Research & Development,11,2,Life Sciences,1,83,0,Male,95,4,1,Manufacturing Director,1,Single,6500,22658,0,Y,No,13,4,3,78,0,8,1,2,6,3,0,1
41,Yes,Travel_Frequently,932,Research & Development,17,1,Medical,0,751,4,Male,55,4,0,Research Scientist,3,Divorced,2761,20366,8,Y,Yes,10,4,4,78,0,6,0,5,4,3,2,4
37,Yes,Travel_Rarely,1142,Research & Development,11,3,Medical,3,1033,2,Female,63,1,1,Healthcare Representative,2,Married,4777,14382,7,Y,No,15,3,2,79,1,16,0,0,1,2,2,1
54,No,Travel_Rarely,712,Research & Development,8,2,Life Sciences,0,240,1,Female,65,5,0,Research Scientist,3,Divorced,4257,13938,3,Y,Yes,19,4,3,81,0,20,4,2,0,3,1,3
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3
34,No,Travel_Rarely,621,Sales,2,2,Marketing,2,598,2,Male,87,1,2,Sales Executive,5,Married,4715,18658,8,Y,No,10,1,1,80,2,17,1,1,11,7,6,8
42,Yes,Travel_Rarely,934,Research & Development,5,2,Life Sciences,0,1335,1,Male,91,1,3,Laboratory Technician,3,Married,2363,14669,3,Y,No,11,4,1,82,2,10,2,5,5,1,0,4
40,No,Travel_Rarely,269,Research & Development,0,5,Medical,0,350,2,Female,58,2,3,Laboratory Technician,2,Divorced,2593,8005,0,Y,Yes,11,4,2,81,2,10,2,2,8,4,8,6
45,No,Travel_Rarely,821,Research & Development,8,1,Medical,0,1864,1,Female,83,0,6,Manager,2,Married,19391,22538,7,Y,No,14,4,2,79,1,21,3,3,18,11,5,12
19,No,Travel_Rarely,729,Sales,7,0,Life Sciences,3,1680,6,Male,56,5,2,Sales Representative,0,Single,2727,21083,0,Y,No,12,5,1,82,1,2,3,4,1,1,0,2
28,No,Travel_Rarely,1301,Research & Development,19,1,Other,3,1621,4,Male,68,2,0,Laboratory Technician,1,Divorced,4066,16288,0,Y,No,9,1,2,79,3,9,1,2,9,6,0,9
31,No,Travel_Rarely,216,Sales,8,4,Marketing,0,1924,2,Male,44,1,3,Sales Executive,1,Single,5488,10409,2,Y,No,16,3,2,80,0,11,0,0,9,2,0,10
44,No,Travel_Frequently,289,Research & Development,3,1,Life Sciences,1,1547,3,Male,41,2,5,Healthcare Representative,5,Married,10123,18609,4,Y,Yes,15,2,1,79,3,23,1,1,19,7,15,9
37,No,Travel_Rarely,398,Research & Development,1,3,Medical,0,1638,2,Female,52,2,5,Manufacturing Director,1,Married,7756,14201,4,Y,Yes,17,4,4,82,0,11,7,5,3,4,1,1
42,No,Travel_Rarely,1149,Human Resources,12,1,Human Resources,1,1409,2,Female,31,1,5,Manager,0,Married,16799,16614,2,Y,No,13,5,3,80,3,19,6,4,21,7,0,9
58,No,Travel_Frequently,1217,Research & Development,16,5,Life Sciences,1,1836,2,Male,85,3,2,Research Director,4,Married,15786,21623,4,Y,Yes,13,4,2,79,2,25,5,4,4,4,1,3
26,No,Travel_Frequently,566,Research & Development,4,3,Technical Degree,0,1648,1,Female,34,3,2,Research Scientist,2,Single,3759,17220,0,Y,Yes,13,1,1,81,0,8,0,1,5,3,1,4
39,No,Travel_Frequently,1201,Research & Development,21,5,Life Sciences,2,1391,4,Female,76,5,0,Research Scientist,6,Divorced,5469,13953,1,Y,Yes,15,1,3,80,3,14,3,3,8,2,4,1
42,No,Non-Travel,177,Human Resources,2,3,Medical,1,1230,3,Male,81,4,1,Human Resources,0,Married,6274,12858,6,Y,No,16,3,0,80,1,11,2,2,6,5,1,4
51,No,Travel_Rarely,348,Research & Development,6,1,Life Sciences,0,767,3,Male,88,3,1,Laboratory Technician,3,Single,2449,10918,3,Y,No,19,1,3,82,1,19,2,1,0,0,1,4
47,No,Travel_Rarely,301,Research & Development,20,3,Other,1,1656,1,Female,71,1,6,Research Director,1,Married,16415,3497,1,Y,No,14,2,0,78,0,27,3,3,4,0,2,3
50,No,Travel_Rarely,1470,Research & Development,7,3,Life Sciences,0,297,3,Male,80,1,2,Research Director,1,Married,12490,15736,7,Y,No,17,4,4,81,4,18,3,2,10,11,6,8
35,No,Travel_Rarely,1313,Research & Development,23,4,Life Sciences,0,383,1,Female,72,5,3,Manager,2,Divorced,11995,19099,7,Y,No,18,1,3,82,0,9,7,2,9,7,4,3
51,No,Travel_Frequently,888,Research & Development,26,6,Medical,1,868,2,Female,80,3,5,Manufacturing Director,3,Married,13825,19028,1,Y,No,23,3,3,79,0,33,3,2,7,9,0,0
29,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,51,5,0,Laboratory Technician,2,Single,2562,7182,0,Y,No,15,4,5,81,2,13,1,1,9,6,6,9
51,No,Travel_Rarely,996,Research & Development,9,6,Life Sciences,3,1116,4,Male,85,5,5,Healthcare Representative,2,Single,10444,15321,7,Y,No,17,1,5,80,0,16,4,3,9,8,2,1
31,No,Travel_Rarely,152,Sales,5,3,Life Sciences,0,939,3,Male,39,0,2,Sales Representative,5,Married,2329,11736,5,Y,No,14,4,0,78,0,13,3,6,8,9,4,1
32,No,Travel_Frequently,1139,Sales,1,5,Life Sciences,0,53,5,Female,40,6,3,Sales Executive,1,Married,5375,3193,3,Y,No,20,1,2,80,3,9,1,1,7,4,0,1
35,No,Travel_Rarely,1041,Human Resources,12,1,Human Resources,3,828,1,Male,37,5,1,Human Resources,1,Married,2145,25528,5,Y,No,13,4,2,82,2,10,1,5,7,3,0,6
42,No,Travel_Frequently,1017,Sales,1,1,Marketing,1,1347,5,Female,66,2,0,Sales Executive,3,Divorced,4105,4299,1,Y,No,18,4,4,79,2,9,2,2,8,5,0,5
35,No,Travel_Rarely,471,Research & Development,3,4,Life Sciences,1,341,6,Male,85,0,2,Manufacturing Director,3,Married,5959,23689,7,Y,No,14,4,3,78,1,14,5,2,10,7,6,8
33,Yes,Travel_Frequently,827,Research & Development,27,3,Medical,2,1103,0,Female,53,0,3,Research Scientist,2,Single,4506,3130,0,Y,No,20,4,4,79,0,16,5,5,14,6,3,7
42,No,Non-Travel,1094,Sales,30,4,Other,3,617,3,Male,56,0,5,Sales Executive,1,Divorced,10930,11372,4,Y,No,17,5,1,81,1,22,4,5,0,0,0,2
31,No,Non-Travel,748,Sales,4,3,Life Sciences,2,471,5,Male,61,3,1,Sales Executive,2,Married,4649,16928,3,Y,No,14,3,3,79,1,2,1,2,3,5,0,0
42,No,Non-Travel,255,Sales,8,2,Medical,1,1327,5,Male,39,0,0,Sales Executive,4,Single,6151,22076,1,Y,No,15,4,3,82,0,17,5,3,19,0,12,10
40,No,Travel_Frequently,592,Research & Development,11,3,Medical,0,1167,0,Female,86,4,4,Research Director,1,Single,13501,13781,8,Y,No,16,5,1,81,0,20,4,3,20,9,3,11
49,No,Travel_Frequently,539,Sales,0,3,Marketing,2,1390,0,Male,52,3,3,Sales Executive,1,Married,10598,15393,3,Y,No,9,4,2,81,0,15,6,1,5,2,2,0
31,No,Travel_Rarely,1003,Sales,4,3,Technical Degree,0,1748,1,Male,51,1,1,Sales Executive,1,Married,8346,20944,2,Y,No,17,4,2,78,0,4,2,3,3,1,0,0
29,No,Travel_Rarely,1105,Research & Development,27,4,Life Sciences,1,1118,2,Female,95,5,1,Research Scientist,2,Divorced,2512,26969,3,Y,No,23,4,0,82,1,9,0,3,7,4,0,6
32,Yes,Travel_Frequently,234,Research & Development,7,5,Life Sciences,1,1805,5,Male,95,2,2,Laboratory Technician,2,Married,5348,6206,4,Y,No,18,5,3,81,0,9,2,0,6,0,1,6
35,No,Non-Travel,777,Research & Development,4,1,Technical Degree,1,1770,3,Male,89,2,1,Research Scientist,0,Divorced,3055,6193,4,Y,No,13,4,2,78,3,10,1,2,10,10,3,8
29,No,Non-Travel,1188,Sales,19,3,Marketing,1,948,5,Female,45,1,1,Sales Executive,3,Married,6934,24408,2,Y,No,15,3,3,81,0,11,0,2,10,10,2,1
42,No,Travel_Frequently,554,Sales,28,1,Marketing,0,402,1,Female,77,2,3,Sales Executive,0,Married,13527,14864,7,Y,No,16,3,2,78,3,23,0,5,18,4,4,10
27,No,Travel_Rarely,351,Human Resources,8,3,Medical,2,1865,6,Male,85,3,0,Human Resources,4,Married,2802,15432,0,Y,No,12,4,4,79,0,0,1,3,0,2,0,0
43,No,Travel_Rarely,923,Research & Development,0,2,Life Sciences,0,1701,3,Female,97,6,1,Healthcare Representative,4,Married,7881,14811,1,Y,Yes,20,4,2,78,0,10,1,2,6,8,8,6
46,Yes,Travel_Frequently,707,Sales,9,3,Medical,0,1692,4,Female,97,5,0,Sales Representative,4,Married,2655,11738,4,Y,Yes,12,5,2,82,1,18,4,2,7,5,7,6
37,No,Non-Travel,845,Sales,3,3,Medical,1,480,3,Female,43,1,4,Sales Executive,3,Single,6653,15276,5,Y,No,13,5,0,78,2,5,7,1,2,1,1,2
19,No,Non-Travel,289,Research & Development,4,0,Life Sciences,0,1012,0,Male,73,2,0,Research Scientist,3,Single,1051,13491,3,Y,No,13,2,3,79,1,0,2,3,2,0,0,2
37,No,Travel_Rarely,528,Sales,2,2,Life Sciences,1,1710,3,Female,52,2,4,Sales Representative,5,Single,4500,7441,3,Y,No,17,1,5,78,0,16,0,0,11,8,5,6
29,No,Travel_Rarely,1178,Sales,3,3,Medical,0,690,0,Female,62,2,1,Sales Executive,4,Married,5562,3488,0,Y,No,13,4,2,78,2,6,6,4,8,1,0,2
41,No,Travel_Rarely,508,Research & Development,8,2,Technical Degree,2,1084,3,Female,45,4,2,Research Scientist,5,Married,3375,18861,0,Y,No,14,3,4,79,0,12,1,1,12,8,2,6
37,No,Travel_Rarely,341,Research & Development,14,1,Life Sciences,0,463,2,Male,91,0,2,Research Director,4,Divorced,11510,15681,0,Y,Yes,15,3,1,78,1,13,3,1,13,8,0,8
58,No,Travel_Rarely,1253,Research & Development,0,0,Life Sciences,1,1442,0,Female,91,5,0,Research Scientist,1,Married,2064,10493,1,Y,No,21,6,3,79,1,4,3,4,2,2,0,1
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6
37,No,Travel_Rarely,524,Research & Development,17,1,Life Sciences,2,1321,2,Male,32,2,2,Manufacturing Director,5,Single,4533,13351,0,Y,No,13,5,0,80,2,9,4,3,7,8,3,8
34,No,Travel_Rarely,1172,Sales,5,6,Marketing,2,1425,0,Female,100,3,0,Sales Executive,1,Single,9276,20764,2,Y,Yes,14,2,3,79,0,15,2,3,4,3,0,2
43,No,Travel_Rarely,171,Research & Development,0,4,Life Sciences,0,1903,3,Male,78,2,1,Healthcare Representative,0,Married,5031,9362,3,Y,No,14,3,5,82,2,11,4,2,2,1,2,3
34,No,Travel_Rarely,808,Sales,7,0,Technical Degree,3,1824,2,Male,94,6,1,Sales Executive,2,Married,6801,22127,2,Y,No,23,5,3,80,0,8,5,2,9,8,3,9
49,No,Travel_Rarely,832,Research & Development,2,1,Life Sciences,1,351,4,Male,98,2,3,Research Scientist,2,Married,2724,23231,2,Y,No,11,3,3,79,0,0,0,1,3,1,0,0
36,No,Travel_Rarely,1442,Sales,9,1,Technical Degree,1,1543,1,Male,54,2,0,Sales Representative,2,Married,2306,4942,1,Y,Yes,23,6,3,82,2,13,6,3,11,10,7,8
32,No,Travel_Frequently,687,Sales,10,1,Medical,1,197,2,Male,37,0,0,Sales Executive,5,Divorced,4670,22811,0,Y,No,19,5,2,80,1,10,4,4,8,8,0,9
53,No,Travel_Rarely,1069,Research & Development,4,4,Medical,0,384,4,Male,43,3,2,Research Director,3,Married,17586,21014,4,Y,Yes,14,5,5,80,3,19,3,0,5,5,2,5
26,No,Travel_Rarely,504,Research & Development,30,1,Medical,1,1724,1,Male,93,4,0,Laboratory Technician,0,Divorced,3907,3620,3,Y,No,15,5,3,78,4,5,1,5,8,3,0,0
32,No,Travel_Rarely,1274,Research & Development,3,1,Medical,0,1976,6,Female,61,1,0,Laboratory Technician,3,Divorced,1131,17537,1,Y,Yes,10,5,1,79,5,1,4,1,3,2,0,2
30,No,Travel_Rarely,428,Research & Development,0,4,Medical,0,79,0,Male,33,4,3,Manufacturing Director,6,Married,6162,10875,3,Y,Yes,22,4,1,78,3,9,3,4,7,10,5,7
33,No,Travel_Rarely,1219,Sales,20,3,Medical,2,973,3,Female,87,4,3,Sales Executive,4,Married,4601,6177,3,Y,No,16,1,1,81,0,4,2,3,6,1,2,2
31,No,Travel_Frequently,587,Research & Development,12,5,Life Sciences,2,1722,0,Male,57,2,3,Research Scientist,1,Married,3435,17359,5,Y,No,15,2,0,78,0,10,3,3,3,2,2,5
40,No,Travel_Rarely,906,Research & Development,21,2,Medical,2,283,4,Male,101,1,2,Laboratory Technician,3,Married,2739,16521,7,Y,Yes,13,5,4,81,3,13,4,6,9,4,5,5
48,Yes,Travel_Rarely,670,Sales,11,2,Medical,1,120,3,Male,64,3,4,Sales Executive,5,Single,9620,13595,2,Y,No,14,3,3,82,1,10,3,3,9,6,3,9
25,Yes,Travel_Rarely,1448,Sales,1,3,Technical Degree,3,553,1,Female,60,3,1,Sales Representative,1,Single,3200,21971,3,Y,Yes,16,3,1,78,1,5,4,3,7,4,2,6
42,No,Travel_Rarely,604,Research & Development,9,2,Medical,1,1291,1,Female,77,5,3,Research Scientist,1,Married,2371,5628,4,Y,Yes,16,1,6,78,0,18,3,4,0,0,2,0
57,No,Travel_Rarely,1368,Research & Development,21,2,Life Sciences,1,1374,6,Male,68,1,2,Manufacturing Director,0,Married,13401,18233,5,Y,Yes,12,2,1,81,2,33,2,2,19,14,13,9
35,No,Travel_Frequently,1466,Sales,10,3,Technical Degree,2,156,3,Female,94,4,3,Sales Executive,6,Married,9739,22950,0,Y,No,16,3,1,79,3,10,7,5,7,5,3,8
37,No,Travel_Rarely,1265,Sales,8,6,Technical Degree,0,1881,3,Female,61,4,2,Sales Executive,4,Married,5675,6058,0,Y,Yes,13,1,2,82,2,11,4,5,8,11,3,7
38,No,Travel_Frequently,693,Research & Development,8,1,Life Sciences,1,1382,4,Male,58,6,3,Research Scientist,3,Divorced,2609,15747,0,Y,No,9,1,4,81,2,3,2,5,4,3,0,3
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
41,No,Travel_Frequently,902,Research & Development,27,3,Medical,3,1179,5,Female,90,3,4,Research Scientist,4,Married,4423,21203,1,Y,Yes,13,3,5,79,0,15,4,0,3,1,1,0
35,No,Non-Travel,777,Research & Development,5,3,Technical Degree,1,1773,5,Male,88,2,1,Research Scientist,3,Divorced,3054,6192,5,Y,No,17,2,2,78,3,10,1,4,10,6,1,7
53,No,Travel_Rarely,477,Research & Development,0,5,Medical,0,1770,2,Male,58,2,3,Research Director,0,Married,19039,19803,10,Y,No,12,1,4,78,3,35,2,5,0,2,0,0
24,No,Travel_Rarely,978,Research & Development,9,1,Technical Degree,3,1594,5,Male,47,3,0,Research Scientist,2,Married,2075,12824,3,Y,No,15,4,2,79,0,3,2,5,3,3,2,1
28,No,Travel_Rarely,730,Sales,21,0,Medical,0,1866,4,Female,38,1,0,Sales Representative,1,Married,3538,7020,1,Y,No,22,3,5,80,3,7,6,4,10,7,5,6
26,No,Non-Travel,1449,Research & Development,1,2,Medical,0,225,1,Male,80,4,2,Research Scientist,1,Divorced,2568,25324,0,Y,Yes,13,3,3,79,2,0,2,1,0,3,0,0
40,No,Travel_Rarely,171,Research & Development,5,2,Medical,2,1625,5,Male,77,2,3,Laboratory Technician,1,Divorced,3068,10304,0,Y,No,15,5,6,80,2,12,4,2,9,10,0,5
37,No,Travel_Rarely,172,Research & Development,1,0,Medical,3,1625,5,Male,78,3,0,Laboratory Technician,1,Divorced,3067,10301,0,Y,No,13,3,4,78,1,9,5,1,12,8,2,7
34,Yes,Travel_Rarely,814,Research & Development,15,4,Medical,0,326,5,Male,57,3,0,Laboratory Technician,3,Married,2434,22151,5,Y,Yes,15,1,2,81,1,7,1,0,4,3,2,3
31,No,Travel_Frequently,1311,Research & Development,25,3,Life Sciences,2,158,0,Male,97,0,1,Research Scientist,1,Divorced,2611,22312,0,Y,No,23,6,1,82,1,10,2,1,10,9,0,7
31,No,Travel_Rarely,1109,Research & Development,26,6,Life Sciences,2,1118,4,Female,95,3,2,Research Scientist,2,Divorced,2516,26968,5,Y,No,21,4,0,80,2,12,2,2,7,6,0,9
47,No,Travel_Rarely,486,Sales,4,2,Technical Degree,1,362,1,Female,75,2,3,Manager,3,Married,16872,14976,2,Y,Yes,10,5,1,78,1,28,1,2,5,9,8,7
